row_id,sentiment_text,ground_truth,subject_tag,final_text_style_c,bing_liu_sentiment,bing_liu_sentiment_score,bing_liu_sentiment_confidence
316,Operational secrecy kept the US from making evacuation plans – and that means Americans in the Mideast could wait days #IranWar https://theconversation.com/operational-secrecy-kept-the-us-from-making-evacuation-plans-and-that-means-americans-in-the-mideast-could-wait-days-277578 https://theconversation.com/operational-secrecy-kept-the-us-from-making-evacuation-plans-and-that-means-americans-in-the-mideast-could-wait-days-277578?oref=d_brief_nl&amp;utm_source=Sailthru&amp;utm_medium=email&amp;utm_campaign=The%20D%20Brief:%20March%206%2C%202026&amp;utm_term=newsletter_d1_dbrief,neutral,General Conflict,operational secrecy keep u make evacuation plan mean american mideast could wait day,neutral,0.0,0.0
317,#IranWar #PoliticalSpin #UselessWar #DeathOfTheInnocents #trump,neutral,General Conflict,,neutral,0.0,0.0
318,"”The same families appear, again and again, in a transnational crime network that profits off war. …the Iran War can only remind one of Epstein and Maxwell, for many of the same people tied to them are also tied to this war.”—Sarah Kendzior, The No World Order#trump #epstein #maxwell #iran #iranwar",neutral,General Conflict,family appear transnational crime network profit war iran war remind one epstein maxwell many people tie also tie war sarah ken dior world order,negative,-1.0,1.0
319,#AbortionIsHealthcare #AbortionRights #IranWar,neutral,General Conflict,,neutral,0.0,0.0
320,"""Had seen unconfirmed reports that #Iran DESTROYED A HUGE, EXPENSIVE RADAR SYSTEM CENTRAL TO Patriot/THAAD in #Qatar:🚨here Foreign Policy casually CONFIRMS IT, says it'll🚨TAKE 5-8 YRS TO REBUILD, &amp; that another destroyed in #Bahrain will take 12-24 months to replace.""-R Seymour""The🚨1st 36 hrs of the US-Israeli campaign agst #Iran consumed &gt;3,000 precision-guided munitions &amp; interceptors, exposing a CRITICAL VULNERABILITY in the #SupplyChain.""-FP #IllegalWar #Economy #Drones #IranWar #USPol",negative,Military Action,see unconfirmed report destroy huge expensive radar system central patriot police car light foreign policy casually confirm say police car light take yrs rebuild amp another destroyed take month replacer seymour police car light hrs u israeli campaign asst consume precision guide munition amp interceptor expose critical vulnerability,negative,-0.6,0.6
321,"""Amazon outages reported as customers complain of pricing issues and problems at checkout""[ War to Ignore Epstein Files: Iran targets data centres ]https://ca.news.yahoo.com/amazon-reported-down-customers-complain-201459250.html#iran #iranWar #children #warcimes",negative,General Conflict,amazon outage report customer complain price issue problem checkout war ignore epstein file iran target data centre,negative,-1.0,1.0
322,"RE: https://journa.host/@ScottLucas/116181133954451208UN High Commission for Human Rights Türk: Concern over #Israel airstrikes and forced evacuations in #Lebanon""Serious concern under international humanitarian law and in particular when it comes to issues around forced transfer”Estimated 100,000 people have fled their homes#IranWar",neutral,General Conflict,high commission human right turk concern airstrikes force evacuation serious concern international humanitarian law particular come issue around force transfer estimate people flee home,negative,-0.6,0.6
323,"#iran #iranwar #oil #gasoline #gop #republican #oligarchs #aaronrupar In situations like this war in Iran we all have to make sacrifices, right?https://substack.com/@aaronrupar/note/c-223970633?r=17qxua&amp;utm_medium=ios&amp;utm_source=notes-share-action",neutral,General Conflict,situation like war iran make sacrifice right,positive,1.0,1.0
324,Updates:1- Adios Noem &amp; Lewandowski1-Pam Bondi- Subpoenaed 2- #TrumpEpsteinFiles- distractions are not working3-All 21 Cases in Cook County THROWN OUT4-ECONOMY IS CRASHING5- #IranWar casualties (if accurate?):A- https://x.com/thefinancenthu/status/2029956928575840282?s=46&amp;t=hjYVjCqmaAvU8tWNPdknIAB-https://open.substack.com/pub/dworkin/p/trump-fails-at-every-turn-bondi-subpoenaed?r=x9iw&amp;utm_medium=ios,neutral,General Conflict,update adios poem amp lewandowskipam bond subpoenaed distraction work case cook county thrown economy crash casualty accurate,negative,-0.2,0.2
325,Updates:1- Adios Noem &amp; Lewandowski1-Pam Bondi- Subpoenaed 2- #TrumpEpsteinFiles- distractions are not working3-All 21 Cases in Cook County THROWN OUT4-ECONOMY IS CRASHING5- #IranWar casualties (if accurate?):A- https://x.com/thefinancenthu/status/2029956928575840282?s=46&amp;t=hjYVjCqmaAvU8tWNPdknIAB-https://open.substack.com/pub/dworkin/p/trump-fails-at-every-turn-bondi-subpoenaed?r=x9iw&amp;utm_medium=ios,neutral,General Conflict,update adios poem amp lewandowskipam bond subpoenaed distraction work case cook county thrown economy crash casualty accurate,negative,-0.2,0.2
326,"#IranWar #iran #russia #trump “Russia is providing Iran with intelligence about the locations and movements of American troops, ships and aircraft, according to multiple people familiar with US intelligence reporting on the issue, the first indication that Moscow has sought to get involved in the war.”https://www.cnn.com/2026/03/06/politics/russia-aiding-iran-targeting?cid=ios_app",neutral,General Conflict,russia provide iran intelligence location movement american troop ship aircraft accord multiple people familiar u intelligence report issue first indication moscow seek get involve war,positive,0.3333333333333333,0.3333333333333333
327,"864 kHz: new #clandestine to #Iran, likely via Yerevan-Gavar🇦🇲. I think it IDed as Radio Iran-e Azad. Fair signal, more or less QRM de NMA Holy Quran 🇪🇬  Captured on a live stream ▶️ youtube.com/live/AfzWY9j...  #mediumwave #Iran #IranWar #WARINIRAN[SW] LIVE: Iran War monitoring...",neutral,General Conflict,khz new likely via yerevangavararmenia think idea radio iran arad fair signal less arm de nam holy quran egypt capture live stream play button youtubecomliveafzwyj live iran war monitoring,positive,1.0,1.0
328,"12110 kHz: Iran International is missing from this freq, and so is the #jammer 😳  Not much in the area of BBC in English on 12095, via Oman to East Africa.  #shortwave #Iran #IranWar #WARINIRAN",neutral,General Conflict,khz iran international miss freq flush face much area bic english via oman east africa,negative,-1.0,1.0
329,1https://www.youtube.com/playlist?list=PLX0KaHAGfwRriEtW1m_xa5OC0YGgyqmT-The Partisans Radio2https://www.youtube.com/playlist?list=PLX0KaHAGfwRotIECh7E_6YFn2TCRny9duSister Rosetta Selections 03-06-26 #discerningdem #radio #music #musik #musica #musique #news #newsletter #iran #iranWar #iranAttacks,neutral,Military Action,partisan radio rosetta selection,negative,-1.0,1.0
330,EA on TVP World: From #Ukraine to #Iran and Back Again (Scott Lucas with Sascha Fahrbach)#UkraineWar #Russia #IranWarhttps://eaworldview.com/2026/03/ukraine-to-iran-and-back-again/,neutral,General Conflict,top world back scott lucas sasha far bach,positive,1.0,1.0
331,⚠️ Unidentified US armed forces burn an Iraqi man with his vehicle in #Najaf desert.#news #iranwar #usa,negative,General Conflict,warn unidentified u arm force burn iraqi man vehicle desert,negative,-1.0,1.0
332,"The Middle East has experienced decades of conflict shaped by global power struggles. From Iraq to Syria to Gaza and now Iran, civilians have repeatedly found themselves trapped in wars they never chose.The current military campaign by Israel and the United States has already caused massive casualties and damage across Iran. �The Business StandardFor many critics, this raises an uncomfortable truth: the biggest victims of geopolitical conflicts are almost always ordinary people.#IranWar #Ira",negative,General Conflict,middle east experience decade conflict shape global power struggle iraq syria gaza iran civilian repeatedly find trapped war never choose current military campaign israel united state already cause massive casualty damage across iran business standard many critic raise uncomfortable truth big victim geopolitical conflict almost always ordinary people,negative,-1.0,1.0
333,"7520 kHz: another additional Radio Farda freq, and it seems that's the Tashkent one! QRMed by strong CW on 7521 kHz for a moment, off now.  So right now, Radio Farda can be heard on the following freqs (* indicates #jamming): 1395 5860 7470* 7520 11575 13755*  #shortwave #Iran #IranWar #WARINIRAN",neutral,General Conflict,khz another additional radio garda freq seem tashkent one arm strong cd khz moment right radio garda heard follow freq indicates,positive,1.0,1.0
334,"There is no plan for what comes after in Iran, because they do not care about an ""after."" The death and destruction are not means to an end—they are the end. Any pause that follows would be nothing more than a breath between one wave of suffering and the next.#Iran #IranWar #USImperialism",negative,General Conflict,plan come iran care death destruction mean end end pause follow would nothing breath one wave suffer next,negative,-1.0,1.0
335,"Guardian: ""US lost 92,000 jobs in February just before Trump joined Iran conflict""Me: plus Epstein-Files #iranwar #TrumpWar #JobLoss #EpsteinFiles https://www.theguardian.com/business/2026/mar/06/february-jobs-report",neutral,General Conflict,guardian u lose job february trump join iran conflict plus epstein file,negative,-0.3333333333333333,0.3333333333333333
336,"The current Internet shutdown in Iran is in its 7th day.A small amount of traffic continues to trickle out of Iran for whitelisted individuals and services, for everyone else, almost no connectivity whatsoever.#IranWar #DigitalBlackoutlran",negative,General Conflict,current internet shutdown iran day small amount traffic continue trickle iran white list individual service everyone else almost connectivity whatsoever,neutral,0.0,0.0
337,They changed the &quot;Department of Defense&quot; to &quot;Department of War&quot; but then they insist they aren&#39;t actually doing war. The GOP congress (and even a lot of Dems) are happy to go along with this farce.When we run out of interceptor missiles and start taking high casualties I&#39;m sure they all will have always been against this.#EpsteinWar #IranWar #WW3,negative,Military Action,change department defense department war insist agent actually war top congress even lot demo happy go along farce run interceptor missile start take high casualty sure always,neutral,0.0,1.0
